,Account number,Organization,Row,RowName,evaluation_status,scope3_emissions
26841,18074,Suzuki Motor Corporation,16,Other (upstream),,Question not applicable
26842,18074,Suzuki Motor Corporation,17,Other (downstream),,Question not applicable
27200,18285,Tata Motors,1,Purchased goods and services,"Relevant, calculated",326061
27201,18285,Tata Motors,2,Capital goods,"Not relevant, explanation provided",Question not applicable
27202,18285,Tata Motors,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",108446
27203,18285,Tata Motors,4,Upstream transportation and distribution,"Relevant, calculated",25317
27204,18285,Tata Motors,5,Waste generated in operations,"Relevant, calculated",1512
27205,18285,Tata Motors,6,Business travel,"Relevant, calculated",2354
27206,18285,Tata Motors,7,Employee commuting,"Relevant, calculated",14004
27207,18285,Tata Motors,8,Upstream leased assets,"Relevant, calculated",1886
27208,18285,Tata Motors,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
27209,18285,Tata Motors,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
27210,18285,Tata Motors,11,Use of sold products,"Relevant, calculated",9841571
27211,18285,Tata Motors,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
27212,18285,Tata Motors,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
27213,18285,Tata Motors,14,Franchises,"Relevant, calculated",14130
27214,18285,Tata Motors,15,Investments,"Not relevant, explanation provided",Question not applicable
27215,18285,Tata Motors,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
27216,18285,Tata Motors,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
28679,19257,TotalEnergies,1,Purchased goods and services,"Relevant, calculated",30000000
28680,19257,TotalEnergies,2,Capital goods,"Not relevant, calculated",1000000
28681,19257,TotalEnergies,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Not relevant, calculated",3000000
28682,19257,TotalEnergies,4,Upstream transportation and distribution,"Not relevant, calculated",9000000
28683,19257,TotalEnergies,5,Waste generated in operations,"Not relevant, calculated",1000000
28684,19257,TotalEnergies,6,Business travel,"Not relevant, calculated",1000000
28685,19257,TotalEnergies,7,Employee commuting,"Not relevant, calculated",1000000
28686,19257,TotalEnergies,8,Upstream leased assets,"Not relevant, calculated",0
28687,19257,TotalEnergies,9,Downstream transportation and distribution,"Not relevant, calculated",1000000
28688,19257,TotalEnergies,10,Processing of sold products,"Not relevant, calculated",6000000
28689,19257,TotalEnergies,11,Use of sold products,"Relevant, calculated",381000000
28690,19257,TotalEnergies,12,End of life treatment of sold products,"Not relevant, calculated",11000000
28691,19257,TotalEnergies,13,Downstream leased assets,"Not relevant, calculated",0
28692,19257,TotalEnergies,14,Franchises,"Not relevant, calculated",1000000
28693,19257,TotalEnergies,15,Investments,"Not relevant, calculated",0
28694,19257,TotalEnergies,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
28695,19257,TotalEnergies,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
28815,19290,Toyota Motor Corporation,1,Purchased goods and services,"Relevant, calculated",110465318
28816,19290,Toyota Motor Corporation,2,Capital goods,"Relevant, calculated",5050000
28817,19290,Toyota Motor Corporation,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",1200000
28818,19290,Toyota Motor Corporation,4,Upstream transportation and distribution,"Relevant, calculated",4267536.865
28819,19290,Toyota Motor Corporation,5,Waste generated in operations,"Relevant, calculated",100000
28820,19290,Toyota Motor Corporation,6,Business travel,"Relevant, calculated",56505
28821,19290,Toyota Motor Corporation,7,Employee commuting,"Relevant, calculated",611597
28822,19290,Toyota Motor Corporation,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
28823,19290,Toyota Motor Corporation,9,Downstream transportation and distribution,"Relevant, calculated",57570.811
28824,19290,Toyota Motor Corporation,10,Processing of sold products,"Relevant, calculated",118064
28825,19290,Toyota Motor Corporation,11,Use of sold products,"Relevant, calculated",440724699
28826,19290,Toyota Motor Corporation,12,End of life treatment of sold products,"Relevant, calculated",4821424
28827,19290,Toyota Motor Corporation,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
28828,19290,Toyota Motor Corporation,14,Franchises,"Relevant, calculated",4090849
28829,19290,Toyota Motor Corporation,15,Investments,"Relevant, calculated",126053
28830,19290,Toyota Motor Corporation,16,Other (upstream),,Question not applicable
28831,19290,Toyota Motor Corporation,17,Other (downstream),,Question not applicable
28832,19304,TC Energy,1,Purchased goods and services,"Relevant, not yet calculated",Question not applicable
28833,19304,TC Energy,2,Capital goods,"Relevant, not yet calculated",Question not applicable
28834,19304,TC Energy,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",3480792.1
28835,19304,TC Energy,4,Upstream transportation and distribution,"Relevant, not yet calculated",Question not applicable
28836,19304,TC Energy,5,Waste generated in operations,"Relevant, calculated",22901
28837,19304,TC Energy,6,Business travel,"Relevant, calculated",6358
28838,19304,TC Energy,7,Employee commuting,"Relevant, not yet calculated",Question not applicable
28839,19304,TC Energy,8,Upstream leased assets,"Relevant, calculated",8790
28840,19304,TC Energy,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
28841,19304,TC Energy,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
28842,19304,TC Energy,11,Use of sold products,"Relevant, not yet calculated",Question not applicable
28843,19304,TC Energy,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
28844,19304,TC Energy,13,Downstream leased assets,"Relevant, not yet calculated",Question not applicable
28845,19304,TC Energy,14,Franchises,"Not relevant, explanation provided",Question not applicable
28846,19304,TC Energy,15,Investments,"Relevant, not yet calculated",Question not applicable
28847,19304,TC Energy,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
28848,19304,TC Energy,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
29138,19569,United Airlines Holdings,1,Purchased goods and services,"Relevant, calculated",6595560
29139,19569,United Airlines Holdings,2,Capital goods,"Relevant, calculated",205295
29140,19569,United Airlines Holdings,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",8318322
29141,19569,United Airlines Holdings,4,Upstream transportation and distribution,"Relevant, calculated",4519196
29142,19569,United Airlines Holdings,5,Waste generated in operations,"Not relevant, explanation provided",Question not applicable
29143,19569,United Airlines Holdings,6,Business travel,"Not relevant, explanation provided",Question not applicable
29144,19569,United Airlines Holdings,7,Employee commuting,"Not relevant, calculated",111108
29145,19569,United Airlines Holdings,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
29146,19569,United Airlines Holdings,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
29147,19569,United Airlines Holdings,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
29148,19569,United Airlines Holdings,11,Use of sold products,"Not relevant, explanation provided",Question not applicable
29149,19569,United Airlines Holdings,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
29150,19569,United Airlines Holdings,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
29151,19569,United Airlines Holdings,14,Franchises,"Not relevant, calculated",163902
29152,19569,United Airlines Holdings,15,Investments,"Relevant, calculated",231148
29153,19569,United Airlines Holdings,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
29154,19569,United Airlines Holdings,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
29648,20048,Valero Energy Corporation,1,Purchased goods and services,,Question not applicable
29649,20048,Valero Energy Corporation,2,Capital goods,,Question not applicable
29650,20048,Valero Energy Corporation,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),,Question not applicable
29651,20048,Valero Energy Corporation,4,Upstream transportation and distribution,,Question not applicable
29652,20048,Valero Energy Corporation,5,Waste generated in operations,,Question not applicable
29653,20048,Valero Energy Corporation,6,Business travel,,Question not applicable
29654,20048,Valero Energy Corporation,7,Employee commuting,,Question not applicable
29655,20048,Valero Energy Corporation,8,Upstream leased assets,,Question not applicable
29656,20048,Valero Energy Corporation,9,Downstream transportation and distribution,,Question not applicable
29657,20048,Valero Energy Corporation,10,Processing of sold products,,Question not applicable
29658,20048,Valero Energy Corporation,11,Use of sold products,,Question not applicable
29659,20048,Valero Energy Corporation,12,End of life treatment of sold products,,Question not applicable
29660,20048,Valero Energy Corporation,13,Downstream leased assets,,Question not applicable
29661,20048,Valero Energy Corporation,14,Franchises,,Question not applicable
29662,20048,Valero Energy Corporation,15,Investments,,Question not applicable
29663,20048,Valero Energy Corporation,16,Other (upstream),,Question not applicable
29664,20048,Valero Energy Corporation,17,Other (downstream),,Question not applicable
29988,20309,Volkswagen AG,1,Purchased goods and services,"Relevant, calculated",80786280
29989,20309,Volkswagen AG,2,Capital goods,"Relevant, calculated",6633357
29990,20309,Volkswagen AG,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",1034162
29991,20309,Volkswagen AG,4,Upstream transportation and distribution,"Relevant, calculated",4189774
29992,20309,Volkswagen AG,5,Waste generated in operations,"Relevant, calculated",909775
29993,20309,Volkswagen AG,6,Business travel,"Relevant, calculated",123816
29994,20309,Volkswagen AG,7,Employee commuting,"Relevant, calculated",1099091
29995,20309,Volkswagen AG,8,Upstream leased assets,"Relevant, calculated",413446
29996,20309,Volkswagen AG,9,Downstream transportation and distribution,"Relevant, calculated",0
29997,20309,Volkswagen AG,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
29998,20309,Volkswagen AG,11,Use of sold products,"Relevant, calculated",287767802
29999,20309,Volkswagen AG,12,End of life treatment of sold products,"Relevant, calculated",552289
30000,20309,Volkswagen AG,13,Downstream leased assets,"Relevant, calculated",9162826
30001,20309,Volkswagen AG,14,Franchises,"Relevant, calculated",3009100
30002,20309,Volkswagen AG,15,Investments,"Not relevant, explanation provided",Question not applicable
30003,20309,Volkswagen AG,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
30004,20309,Volkswagen AG,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
30566,20705,"The Williams Companies, Inc.",1,Purchased goods and services,Not evaluated,Question not applicable
30567,20705,"The Williams Companies, Inc.",2,Capital goods,Not evaluated,Question not applicable
30568,20705,"The Williams Companies, Inc.",3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, not yet calculated",Question not applicable
30569,20705,"The Williams Companies, Inc.",4,Upstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
30570,20705,"The Williams Companies, Inc.",5,Waste generated in operations,"Not relevant, explanation provided",Question not applicable
30571,20705,"The Williams Companies, Inc.",6,Business travel,"Not relevant, calculated",2896
30572,20705,"The Williams Companies, Inc.",7,Employee commuting,"Not relevant, calculated",26786
30573,20705,"The Williams Companies, Inc.",8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
30574,20705,"The Williams Companies, Inc.",9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
30575,20705,"The Williams Companies, Inc.",10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
30576,20705,"The Williams Companies, Inc.",11,Use of sold products,"Relevant, calculated",22088300.54
30577,20705,"The Williams Companies, Inc.",12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
30578,20705,"The Williams Companies, Inc.",13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
30579,20705,"The Williams Companies, Inc.",14,Franchises,"Not relevant, explanation provided",Question not applicable
30580,20705,"The Williams Companies, Inc.",15,Investments,Not evaluated,Question not applicable
30581,20705,"The Williams Companies, Inc.",16,Other (upstream),"Not relevant, explanation provided",Question not applicable
30582,20705,"The Williams Companies, Inc.",17,Other (downstream),"Not relevant, explanation provided",Question not applicable
31144,20949,YPF SA,1,Purchased goods and services,"Relevant, calculated",1555706
31145,20949,YPF SA,2,Capital goods,"Not relevant, explanation provided",Question not applicable
31146,20949,YPF SA,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Not relevant, explanation provided",Question not applicable
31147,20949,YPF SA,4,Upstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
31148,20949,YPF SA,5,Waste generated in operations,"Not relevant, calculated",1731111
31149,20949,YPF SA,6,Business travel,"Not relevant, explanation provided",Question not applicable
31150,20949,YPF SA,7,Employee commuting,"Not relevant, explanation provided",Question not applicable
31151,20949,YPF SA,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
31152,20949,YPF SA,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
31153,20949,YPF SA,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
31154,20949,YPF SA,11,Use of sold products,"Relevant, calculated",65143657
31155,20949,YPF SA,12,End of life treatment of sold products,"Not relevant, calculated",564838
31156,20949,YPF SA,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
31157,20949,YPF SA,14,Franchises,"Not relevant, calculated",122613
31158,20949,YPF SA,15,Investments,"Not relevant, explanation provided",Question not applicable
31159,20949,YPF SA,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
31160,20949,YPF SA,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
31433,21135,KOÇ HOLDİNG A.Ş.,1,Purchased goods and services,,Question not applicable
31434,21135,KOÇ HOLDİNG A.Ş.,2,Capital goods,,Question not applicable
31435,21135,KOÇ HOLDİNG A.Ş.,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),,Question not applicable
31436,21135,KOÇ HOLDİNG A.Ş.,4,Upstream transportation and distribution,,Question not applicable
31437,21135,KOÇ HOLDİNG A.Ş.,5,Waste generated in operations,,Question not applicable
31438,21135,KOÇ HOLDİNG A.Ş.,6,Business travel,,Question not applicable
31439,21135,KOÇ HOLDİNG A.Ş.,7,Employee commuting,,Question not applicable
31440,21135,KOÇ HOLDİNG A.Ş.,8,Upstream leased assets,,Question not applicable
31441,21135,KOÇ HOLDİNG A.Ş.,9,Downstream transportation and distribution,,Question not applicable
31442,21135,KOÇ HOLDİNG A.Ş.,10,Processing of sold products,,Question not applicable
31443,21135,KOÇ HOLDİNG A.Ş.,11,Use of sold products,,Question not applicable
31444,21135,KOÇ HOLDİNG A.Ş.,12,End of life treatment of sold products,,Question not applicable
31445,21135,KOÇ HOLDİNG A.Ş.,13,Downstream leased assets,,Question not applicable
31446,21135,KOÇ HOLDİNG A.Ş.,14,Franchises,,Question not applicable
31447,21135,KOÇ HOLDİNG A.Ş.,15,Investments,,Question not applicable
31448,21135,KOÇ HOLDİNG A.Ş.,16,Other (upstream),,Question not applicable
31449,21135,KOÇ HOLDİNG A.Ş.,17,Other (downstream),,Question not applicable
31535,21148,TÜRK HAVA YOLLARI A.O.,1,Purchased goods and services,"Relevant, calculated",161821.77
31536,21148,TÜRK HAVA YOLLARI A.O.,2,Capital goods,"Relevant, calculated",18654.36
31537,21148,TÜRK HAVA YOLLARI A.O.,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",3764914.26
31538,21148,TÜRK HAVA YOLLARI A.O.,4,Upstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
31539,21148,TÜRK HAVA YOLLARI A.O.,5,Waste generated in operations,"Relevant, calculated",48164.83
31540,21148,TÜRK HAVA YOLLARI A.O.,6,Business travel,"Relevant, calculated",28166.46
31541,21148,TÜRK HAVA YOLLARI A.O.,7,Employee commuting,"Relevant, calculated",23612.07
31542,21148,TÜRK HAVA YOLLARI A.O.,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
31543,21148,TÜRK HAVA YOLLARI A.O.,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
31544,21148,TÜRK HAVA YOLLARI A.O.,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
31545,21148,TÜRK HAVA YOLLARI A.O.,11,Use of sold products,"Not relevant, explanation provided",Question not applicable
31546,21148,TÜRK HAVA YOLLARI A.O.,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
31547,21148,TÜRK HAVA YOLLARI A.O.,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
31548,21148,TÜRK HAVA YOLLARI A.O.,14,Franchises,"Not relevant, explanation provided",Question not applicable
31549,21148,TÜRK HAVA YOLLARI A.O.,15,Investments,"Relevant, calculated",703509.98
31550,21148,TÜRK HAVA YOLLARI A.O.,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
31551,21148,TÜRK HAVA YOLLARI A.O.,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
32946,21845,San Miguel Corp,1,Purchased goods and services,"Relevant, not yet calculated",Question not applicable
32947,21845,San Miguel Corp,2,Capital goods,"Relevant, not yet calculated",Question not applicable
32948,21845,San Miguel Corp,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, not yet calculated",Question not applicable
32949,21845,San Miguel Corp,4,Upstream transportation and distribution,"Relevant, not yet calculated",Question not applicable
32950,21845,San Miguel Corp,5,Waste generated in operations,"Relevant, not yet calculated",Question not applicable
32951,21845,San Miguel Corp,6,Business travel,"Relevant, not yet calculated",Question not applicable
32952,21845,San Miguel Corp,7,Employee commuting,"Relevant, not yet calculated",Question not applicable
32953,21845,San Miguel Corp,8,Upstream leased assets,"Relevant, not yet calculated",Question not applicable
32954,21845,San Miguel Corp,9,Downstream transportation and distribution,"Relevant, calculated",
32955,21845,San Miguel Corp,10,Processing of sold products,"Relevant, not yet calculated",Question not applicable
32956,21845,San Miguel Corp,11,Use of sold products,"Relevant, not yet calculated",Question not applicable
32957,21845,San Miguel Corp,12,End of life treatment of sold products,"Relevant, not yet calculated",Question not applicable
32958,21845,San Miguel Corp,13,Downstream leased assets,"Relevant, not yet calculated",Question not applicable
32959,21845,San Miguel Corp,14,Franchises,"Relevant, not yet calculated",Question not applicable
32960,21845,San Miguel Corp,15,Investments,,Question not applicable
32961,21845,San Miguel Corp,16,Other (upstream),"Relevant, not yet calculated",Question not applicable
32962,21845,San Miguel Corp,17,Other (downstream),"Relevant, not yet calculated",Question not applicable
33745,22213,Ryanair Holding PLC,1,Purchased goods and services,"Relevant, calculated",3530
33746,22213,Ryanair Holding PLC,2,Capital goods,"Relevant, calculated",94461
33747,22213,Ryanair Holding PLC,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",2953294
33748,22213,Ryanair Holding PLC,4,Upstream transportation and distribution,"Relevant, calculated",17067
33749,22213,Ryanair Holding PLC,5,Waste generated in operations,"Relevant, calculated",1073
33750,22213,Ryanair Holding PLC,6,Business travel,"Relevant, calculated",1625
33751,22213,Ryanair Holding PLC,7,Employee commuting,"Relevant, calculated",10694
33752,22213,Ryanair Holding PLC,8,Upstream leased assets,"Relevant, calculated",519
33753,22213,Ryanair Holding PLC,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
33754,22213,Ryanair Holding PLC,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
33755,22213,Ryanair Holding PLC,11,Use of sold products,"Relevant, calculated",18050
33756,22213,Ryanair Holding PLC,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
33757,22213,Ryanair Holding PLC,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
33758,22213,Ryanair Holding PLC,14,Franchises,"Not relevant, explanation provided",Question not applicable
33759,22213,Ryanair Holding PLC,15,Investments,"Not relevant, explanation provided",Question not applicable
33760,22213,Ryanair Holding PLC,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
33761,22213,Ryanair Holding PLC,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
34340,22341,Ecopetrol S.A.,1,Purchased goods and services,"Relevant, calculated",6949035
34341,22341,Ecopetrol S.A.,2,Capital goods,"Not relevant, explanation provided",Question not applicable
34342,22341,Ecopetrol S.A.,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Not relevant, calculated",64372
34343,22341,Ecopetrol S.A.,4,Upstream transportation and distribution,"Relevant, calculated",277973
34344,22341,Ecopetrol S.A.,5,Waste generated in operations,"Not relevant, calculated",168710
34345,22341,Ecopetrol S.A.,6,Business travel,"Relevant, calculated",2556
34346,22341,Ecopetrol S.A.,7,Employee commuting,"Relevant, calculated",11467
34347,22341,Ecopetrol S.A.,8,Upstream leased assets,"Not relevant, calculated",285
34348,22341,Ecopetrol S.A.,9,Downstream transportation and distribution,"Relevant, calculated",905813
34349,22341,Ecopetrol S.A.,10,Processing of sold products,"Not relevant, calculated",5708354
34350,22341,Ecopetrol S.A.,11,Use of sold products,"Relevant, calculated",138387014
34351,22341,Ecopetrol S.A.,12,End of life treatment of sold products,"Not relevant, calculated",119473
34352,22341,Ecopetrol S.A.,13,Downstream leased assets,"Not relevant, calculated",157
34353,22341,Ecopetrol S.A.,14,Franchises,"Not relevant, explanation provided",Question not applicable
34354,22341,Ecopetrol S.A.,15,Investments,"Relevant, calculated",852845
34355,22341,Ecopetrol S.A.,16,Other (upstream),Not evaluated,Question not applicable
34356,22341,Ecopetrol S.A.,17,Other (downstream),Not evaluated,Question not applicable
34663,22460,Hawaiian Holding,1,Purchased goods and services,"Relevant, not yet calculated",Question not applicable
34664,22460,Hawaiian Holding,2,Capital goods,"Relevant, not yet calculated",Question not applicable
34665,22460,Hawaiian Holding,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",477118
34666,22460,Hawaiian Holding,4,Upstream transportation and distribution,"Relevant, not yet calculated",Question not applicable
34667,22460,Hawaiian Holding,5,Waste generated in operations,"Not relevant, explanation provided",Question not applicable
34668,22460,Hawaiian Holding,6,Business travel,"Relevant, not yet calculated",Question not applicable
34669,22460,Hawaiian Holding,7,Employee commuting,"Relevant, not yet calculated",Question not applicable
34670,22460,Hawaiian Holding,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
34671,22460,Hawaiian Holding,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
34672,22460,Hawaiian Holding,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
34673,22460,Hawaiian Holding,11,Use of sold products,"Not relevant, explanation provided",Question not applicable
34674,22460,Hawaiian Holding,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
34675,22460,Hawaiian Holding,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
34676,22460,Hawaiian Holding,14,Franchises,"Not relevant, explanation provided",Question not applicable
34677,22460,Hawaiian Holding,15,Investments,"Relevant, not yet calculated",Question not applicable
34678,22460,Hawaiian Holding,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
34679,22460,Hawaiian Holding,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
36244,23132,Equinor,1,Purchased goods and services,"Not relevant, explanation provided",Question not applicable
36245,23132,Equinor,2,Capital goods,"Relevant, calculated",417000
36246,23132,Equinor,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",80000
36247,23132,Equinor,4,Upstream transportation and distribution,"Relevant, calculated",70000
36248,23132,Equinor,5,Waste generated in operations,"Relevant, calculated",20000
36249,23132,Equinor,6,Business travel,"Relevant, calculated",60000
36250,23132,Equinor,7,Employee commuting,"Relevant, calculated",20000
36251,23132,Equinor,8,Upstream leased assets,Not evaluated,Question not applicable
36252,23132,Equinor,9,Downstream transportation and distribution,"Relevant, calculated",3800000
36253,23132,Equinor,10,Processing of sold products,"Relevant, calculated",10500000
36254,23132,Equinor,11,Use of sold products,"Relevant, calculated",243000000
36255,23132,Equinor,12,End of life treatment of sold products,"Relevant, calculated",7000000
36256,23132,Equinor,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
36257,23132,Equinor,14,Franchises,"Not relevant, explanation provided",Question not applicable
36258,23132,Equinor,15,Investments,"Relevant, calculated",3400000
36259,23132,Equinor,16,Other (upstream),"Not relevant, explanation provided",Question not applicable
36260,23132,Equinor,17,Other (downstream),"Not relevant, explanation provided",Question not applicable
36329,23144,Norwegian Air Shuttle ASA,1,Purchased goods and services,"Relevant, calculated",3574.5
36330,23144,Norwegian Air Shuttle ASA,2,Capital goods,"Relevant, not yet calculated",Question not applicable
36331,23144,Norwegian Air Shuttle ASA,3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Relevant, calculated",365892.9
36332,23144,Norwegian Air Shuttle ASA,4,Upstream transportation and distribution,"Relevant, not yet calculated",Question not applicable
36333,23144,Norwegian Air Shuttle ASA,5,Waste generated in operations,"Relevant, not yet calculated",Question not applicable
36334,23144,Norwegian Air Shuttle ASA,6,Business travel,"Relevant, not yet calculated",Question not applicable
36335,23144,Norwegian Air Shuttle ASA,7,Employee commuting,"Not relevant, explanation provided",Question not applicable
36336,23144,Norwegian Air Shuttle ASA,8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
36337,23144,Norwegian Air Shuttle ASA,9,Downstream transportation and distribution,"Not relevant, explanation provided",Question not applicable
36338,23144,Norwegian Air Shuttle ASA,10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
36339,23144,Norwegian Air Shuttle ASA,11,Use of sold products,"Not relevant, explanation provided",Question not applicable
36340,23144,Norwegian Air Shuttle ASA,12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
36341,23144,Norwegian Air Shuttle ASA,13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
36342,23144,Norwegian Air Shuttle ASA,14,Franchises,"Not relevant, explanation provided",Question not applicable
36343,23144,Norwegian Air Shuttle ASA,15,Investments,"Not relevant, explanation provided",Question not applicable
36344,23144,Norwegian Air Shuttle ASA,16,Other (upstream),,Question not applicable
36345,23144,Norwegian Air Shuttle ASA,17,Other (downstream),,Question not applicable
38148,29901,"ENEOS Holdings, Inc.",1,Purchased goods and services,"Relevant, calculated",12294337.52
38149,29901,"ENEOS Holdings, Inc.",2,Capital goods,"Not relevant, explanation provided",Question not applicable
38150,29901,"ENEOS Holdings, Inc.",3,Fuel-and-energy-related activities (not included in Scope 1 or 2),"Not relevant, explanation provided",Question not applicable
38151,29901,"ENEOS Holdings, Inc.",4,Upstream transportation and distribution,"Relevant, calculated",2259499.869
38152,29901,"ENEOS Holdings, Inc.",5,Waste generated in operations,"Relevant, calculated",64909.632
38153,29901,"ENEOS Holdings, Inc.",6,Business travel,"Relevant, calculated",4475.219
38154,29901,"ENEOS Holdings, Inc.",7,Employee commuting,"Relevant, calculated",1064.246
38155,29901,"ENEOS Holdings, Inc.",8,Upstream leased assets,"Not relevant, explanation provided",Question not applicable
38156,29901,"ENEOS Holdings, Inc.",9,Downstream transportation and distribution,"Relevant, calculated",421955
38157,29901,"ENEOS Holdings, Inc.",10,Processing of sold products,"Not relevant, explanation provided",Question not applicable
38158,29901,"ENEOS Holdings, Inc.",11,Use of sold products,"Relevant, calculated",175688580
38159,29901,"ENEOS Holdings, Inc.",12,End of life treatment of sold products,"Not relevant, explanation provided",Question not applicable
38160,29901,"ENEOS Holdings, Inc.",13,Downstream leased assets,"Not relevant, explanation provided",Question not applicable
38161,29901,"ENEOS Holdings, Inc.",14,Franchises,"Relevant, calculated",300165.5
38162,29901,"ENEOS Holdings, Inc.",15,Investments,"Not relevant, explanation provided",Question not applicable
38163,29901,"ENEOS Holdings, Inc.",16,Other (upstream),"Not relevant, explanation provided",Question not applicable
38164,29901,"ENEOS Holdings, Inc.",17,Other (downstream),"Not relevant, explanation provided",Question not applicable
39729,31588,"Copa Holdings, S.A.",1,Purchased goods and services,Not evaluated,Question not applicable
39730,31588,"Copa Holdings, S.A.",2,Capital goods,Not evaluated,Question not applicable
39731,31588,"Copa Holdings, S.A.",3,Fuel-and-energy-related activities (not included in Scope 1 or 2),Not evaluated,Question not applicable
39732,31588,"Copa Holdings, S.A.",4,Upstream transportation and distribution,Not evaluated,Question not applicable
39733,31588,"Copa Holdings, S.A.",5,Waste generated in operations,Not evaluated,Question not applicable
39734,31588,"Copa Holdings, S.A.",6,Business travel,Not evaluated,Question not applicable
39735,31588,"Copa Holdings, S.A.",7,Employee commuting,Not evaluated,Question not applicable
